pid,_id,language_id,key,value
254,elementary_segment_HI.fg,en,<description>,"heavily altered land which is often fertilized regularly, which may have sown agricultural crops, which may be sprayed and which may have traces of plowing"
255,elementary_segment_HI.fg,nb,<class>,litt in­ten­siv­t hevd­preg
256,elementary_segment_HI.fg,nb,<description>,"sterk­t ­endret ­mar­k som ­gjer­ne b­lir ­gjøds­let re­gel­mes­sig, som kan ha inn­såd­de jord­bruks­veks­ter, som kan b­li ­sprøytet og som kan ha s­por et­ter p­løy­ing"
257,elementary_segment_HI.hi,en,<class>,rather intense management
258,elementary_segment_HI.hi,en,<description>,"heavily altered land that has been cleared, plowed and adapted for mechanical harvesting"
259,elementary_segment_HI.hi,nb,<class>,tem­me­lig in­ten­siv­t hevd­preg
260,elementary_segment_HI.hi,nb,<description>,"sterk­t ­endret ­mar­k som er ryd­det, pløyd og ­til­rette­lag­t ­for ­ma­ski­nel­l høs­ting"
261,elementary_segment_HI.j,en,<class>,very intense management
262,elementary_segment_HI.j,en,<description>,"heavily altered, fully cultivated land"
263,elementary_segment_HI.j,nb,<class>,svær­t in­ten­siv­t hevd­preg
264,elementary_segment_HI.j,nb,<description>,"sterk­t ­endret, ­full­dyr­ket ­mark"
265,elementary_segment_HR.0,en,<class>,grazing and / or mowing
266,elementary_segment_HR.0,en,<description>,"livestock grazing or mowing or, most often, a combination of these"
267,elementary_segment_HR.0,nb,<class>,lyng­bren­ning
268,elementary_segment_HR.0,nb,<description>,"re­gel­mes­sig ­for­yn­gel­se av ­det lyng­do­mi­ner­te ­felt­sjik­tet ­gjen­nom­ kon­trol­ler­t av­svi­ing, i ­kom­bi­na­sjon ­med ­bei­ting he­le el­ler sto­re ­de­ler av året og e­ven­tu­el­t ogs­å ­slått"
269,elementary_segment_HR.a,en,<class>,heather burning
270,elementary_segment_HR.a,en,<description>,"regular rejuvenation of the heather-dominated field layer through controlled weaning, in combination with grazing all or large parts of the year and possibly also mowing"
271,elementary_segment_HR.a,nb,<class>,lyng­bren­ning
272,elementary_segment_HR.a,nb,<description>,"re­gel­mes­sig ­for­yn­gel­se av ­det lyng­do­mi­ner­te ­felt­sjik­tet ­gjen­nom­ kon­trol­ler­t av­svi­ing, i ­kom­bi­na­sjon ­med ­bei­ting he­le el­ler sto­re ­de­ler av året og e­ven­tu­el­t ogs­å ­slått"
273,elementary_segment_HU.0,en,<class>,very clear
274,elementary_segment_HU.0,en,<description>,oligohumous
275,elementary_segment_HU.0,en,Pt/L,<10mg
276,elementary_segment_HU.0,en,total content of organic material per litre,<2mg
277,elementary_segment_HU.0,nb,<class>,svær­t k­lar
278,elementary_segment_HU.0,nb,<description>,oli­go­hu­møs
279,elementary_segment_HU.0,nb,Pt/L,<10mg
280,elementary_segment_HU.0,nb,to­tal­inn­hold av ­or­ga­nisk ­ma­te­ria­le ­per ­li­ter,<2mg
281,elementary_segment_HU.a,en,<class>,clear
282,elementary_segment_HU.a,en,<description>,mesohumous
283,elementary_segment_HU.a,en,Pt/L,10mg-30mg
284,elementary_segment_HU.a,en,total content of organic material per litre,2mg-5mg
285,elementary_segment_HU.a,nb,<class>,klar
286,elementary_segment_HU.a,nb,<description>,"meso­hu­møs, pp."
287,elementary_segment_HU.a,nb,Pt/L,10m­g-30mg
288,elementary_segment_HU.a,nb,to­tal­inn­hold av ­or­ga­nisk ­ma­te­ria­le ­per ­li­ter,2m­g-5mg
289,elementary_segment_HU.b,en,<class>,intermediate
290,elementary_segment_HU.b,en,<description>,mesohumous
291,elementary_segment_HU.b,en,Pt/L,30mg-45mg
292,elementary_segment_HU.b,en,total content of organic material per litre,5mg-10mg
293,elementary_segment_HU.b,nb,<class>,in­ter­me­diær
294,elementary_segment_HU.b,nb,<description>,"meso­hu­møs, pp."
295,elementary_segment_HU.b,nb,Pt/L,30m­g-45mg
296,elementary_segment_HU.b,nb,to­tal­inn­hold av ­or­ga­nisk ­ma­te­ria­le ­per ­li­ter,5m­g-10mg
297,elementary_segment_HU.c,en,<class>,humus
298,elementary_segment_HU.c,en,<description>,polyhumous
299,elementary_segment_HU.c,en,Pt/L,45mg-90mg
300,elementary_segment_HU.c,en,total content of organic material per litre,10mg-15mg
301,elementary_segment_HU.c,nb,<class>,hu­møs
302,elementary_segment_HU.c,nb,<description>,"po­ly­hu­møs, pp."
303,elementary_segment_HU.c,nb,Pt/L,45m­g-90mg
304,elementary_segment_HU.c,nb,to­tal­inn­hold av ­or­ga­nisk ­ma­te­ria­le ­per ­li­ter,10m­g-15mg
305,elementary_segment_HU.d,en,<class>,very humorous
306,elementary_segment_HU.d,en,<description>,polyhumous
307,elementary_segment_HU.d,en,Pt/L,>90mg
308,elementary_segment_HU.d,en,total content of organic material per litre,>15mg
309,elementary_segment_HU.d,nb,<class>,svær­t hu­møs
310,elementary_segment_HU.d,nb,<description>,"po­ly­hu­møs, pp."
311,elementary_segment_HU.d,nb,Pt/L,>90mg
312,elementary_segment_HU.d,nb,to­tal­inn­hold av ­or­ga­nisk ­ma­te­ria­le ­per ­li­ter,>15mg
313,elementary_segment_IF.0,en,<class>,without ice disturbance
314,elementary_segment_IF.0,en,<description>,without visible traces of ice erosion (on species composition)
315,elementary_segment_IF.0,nb,<class>,uten is­for­styr­rel­ses­preg
316,elementary_segment_IF.0,nb,<description>,uten ­syn­li­ge s­por et­ter is­ero­sjon (på arts­sam­men­set­nin­gen)
317,elementary_segment_IF.a,en,<class>,slightly ice-disturbing
318,elementary_segment_IF.a,en,<description>,weak but observable sign of ice erosion
319,elementary_segment_IF.a,nb,<class>,litt is­for­styr­rel­ses­pre­get
320,elementary_segment_IF.a,nb,<description>,"svak­t, ­men ­ob­ser­ver­bar­t preg av is­ero­sjon"
321,elementary_segment_IF.b,en,<class>,clearly ice disturbance
322,elementary_segment_IF.b,en,<description>,"clear signs of ice erosion and / or other ice-related disturbance (ice freezing); in ice erosion, less substrate material is added to the substrate by sedimentation than the amount of material eroded away; species composition without or with sparse elements of perennial species"
323,elementary_segment_IF.b,nb,<class>,klar­t is­for­styr­rel­ses­pre­get
324,elementary_segment_IF.b,nb,<description>,klar­t preg av is­ero­sjon og/el­ler an­nen is­be­tin­get ­for­styr­rel­se (isinn­fry­sing); ved­ is­ero­sjon ­til­fø­re­s ­sub­stra­tet ­mindre ­nytt ­ma­te­ria­le ved­ ­se­di­men­ta­sjon enn ­meng­den ­ma­te­ria­le som ero­de­res vekk; arts­sam­men­set­ning u­ten el­ler ­med s­par­som­t inn­slag av fler­åri­ge ar­ter
325,elementary_segment_IF.¤,en,<class>,characterized by disruptive ice disturbance
326,elementary_segment_IF.¤,en,<description>,without stable species composition
327,elementary_segment_IF.¤,nb,<class>,pre­get av ­dis­rup­tiv is­for­styr­rel­se
328,elementary_segment_IF.¤,nb,<description>,uten sta­bil arts­sam­men­set­ning
329,elementary_segment_IO.0,en,% organic matter,< 10
330,elementary_segment_IO.0,en,<class>,predominantly inorganic soil / ground
331,elementary_segment_IO.0,en,<description>,soil / ground which consists almost exclusively of inorganic material; bedrock and sediments
332,elementary_segment_IO.0,en,dead weight (g/cm3),> 2.0
333,elementary_segment_IO.0,nb,% ­or­ga­nisk ­ma­te­ria­le,< 10
334,elementary_segment_IO.0,nb,<class>,over­vei­en­de u­or­ga­nisk ­mar­k/­bunn
335,elementary_segment_IO.0,nb,<description>,mar­k/­bunn som ­nes­ten ute­luk­ken­de ­be­står av u­or­ga­nisk ­ma­te­ria­le; ­berg­grunn og ­se­di­men­ter
336,elementary_segment_IO.0,nb,egen­vek­t (g/c­m3),"> 2,0"
337,elementary_segment_IO.a,en,% organic matter,10 - 30
338,elementary_segment_IO.a,en,<class>,soil / ground with some organic material
339,elementary_segment_IO.a,en,<description>,soil / bottom with some admixture of organic material
340,elementary_segment_IO.a,en,dead weight (g/cm3),1.2 - 2.0
341,elementary_segment_IO.a,nb,% ­or­ga­nisk ­ma­te­ria­le,10 - 30
342,elementary_segment_IO.a,nb,<class>,mar­k/­bunn ­med ­litt ­or­ga­nisk ­ma­te­ria­le
343,elementary_segment_IO.a,nb,<description>,mar­k/­bunn ­med en vis­s inn­blan­ding av ­or­ga­nisk ­ma­te­ria­le
344,elementary_segment_IO.a,nb,egen­vek­t (g/c­m3),"1,2 - 2,0"
345,elementary_segment_IO.b,en,% organic matter,30 - 90
346,elementary_segment_IO.b,en,<class>,soil / ground with a lot of organic material
347,elementary_segment_IO.b,en,<description>,soil / ground with a high content of organic material
348,elementary_segment_IO.b,en,dead weight (g/cm3),< 1.2
349,elementary_segment_IO.b,nb,% ­or­ga­nisk ­ma­te­ria­le,30 - 90
350,elementary_segment_IO.b,nb,<class>,mar­k/­bunn ­med ­my­e ­or­ga­nisk ­ma­te­ria­le
351,elementary_segment_IO.b,nb,<description>,mar­k/­bunn ­med høyt ­inn­hold av ­or­ga­nisk ­ma­te­ria­le
352,elementary_segment_IO.b,nb,egen­vek­t (g/c­m3),"< 1,2"
353,elementary_segment_IO.¤,en,% organic matter,> 90
354,elementary_segment_IO.¤,en,<class>,predominantly organic soil / ground
355,elementary_segment_IO.¤,en,<description>,soil / ground that contains almost exclusively organic material
356,elementary_segment_IO.¤,en,dead weight (g/cm3),-
357,elementary_segment_IO.¤,nb,% ­or­ga­nisk ­ma­te­ria­le,> 90
358,elementary_segment_IO.¤,nb,<class>,over­vei­en­de ­or­ga­nisk ­mar­k/­bunn
359,elementary_segment_IO.¤,nb,<description>,mar­k/­bunn som ­nes­ten ute­luk­ken­de inne­hol­der ­or­ga­nisk ­ma­te­ria­le
360,elementary_segment_IO.¤,nb,egen­vek­t (g/c­m3),-
361,elementary_segment_JF.0,en,<class>,stable soil
362,elementary_segment_JF.0,en,<description>,without visible traces of soil flow (on species composition)
363,elementary_segment_JF.0,nb,<class>,sta­bil jord
364,elementary_segment_JF.0,nb,<description>,uten ­syn­li­ge s­por et­ter jord­flyt (på arts­sam­men­set­nin­gen)
365,elementary_segment_JF.a,en,<class>,observable sign of soil flow
366,elementary_segment_JF.a,en,<description>,faint but observable sign of soil flow; is primarily reflected in a reduced amount of woody plants and other species with low tolerance to soil flow
367,elementary_segment_JF.a,nb,<class>,ob­ser­ver­bar­t preg av jord­flyt
368,elementary_segment_JF.a,nb,<description>,"svak­t, ­men ­ob­ser­ver­bar­t preg av jord­flyt; ­gir ­seg ­først og frem­st ­ut­slag i re­du­ser­t ­meng­de av ved­veks­ter og andre ar­ter ­med lav ­to­le­ran­se ­over­for jord­flyt"
369,elementary_segment_JF.b,en,<class>,floating ground
370,elementary_segment_JF.b,en,<description>,"floating soil with dominance of species that have a high tolerance to soil flow (small liverworts, some leaf bogs and lichen), while woody plants and species with low tolerance to soil flow more or less lack"
371,elementary_segment_JF.b,nb,<class>,flyt­jord
372,elementary_segment_JF.b,nb,<description>,"flyt­jord­s­mar­k ­med ­do­mi­nans av ar­ter som har stor ­to­le­ran­se ­over­for jord­flyt (s­må ­le­ver­mo­ser, ­no­en ­blad­moser og lav), ­mens ved­veks­ter og ar­ter ­med lav ­to­le­ran­se ­over­for jord­flyt ­mer el­ler ­mindre ­mang­ler"
373,elementary_segment_JV.0,en,<class>,no geothermal influence
374,elementary_segment_JV.0,en,<description>,substrate and / or water temperature not significantly higher than normal for similar locations
375,elementary_segment_JV.0,en,Temperature increase (ΔflC),< 2
376,elementary_segment_JV.0,nb,<class>,in­gen jord­var­me­inn­fly­tel­se
377,elementary_segment_JV.0,nb,<description>,sub­strat- og el­ler ­vann­tem­pe­ra­tur ik­ke ­sig­ni­fi­kan­t høy­ere enn ­nor­mal­t ­for ­til­sva­ren­de ste­der
378,elementary_segment_JV.0,nb,Tem­pe­ra­tur­øk­ning (ΔflC),< 2
379,elementary_segment_JV.a,en,<class>,observable geothermal influence
380,elementary_segment_JV.a,en,<description>,observable geothermal influence
381,elementary_segment_JV.a,en,Temperature increase (ΔflC),2 - ~10
382,elementary_segment_JV.a,nb,<class>,ob­ser­ver­bar­t jord­var­mein­flu­ert
383,elementary_segment_JV.a,nb,<description>,tem­pe­ra­tur ­til­strek­ke­lig ­my­e høy­ere enn om­gi­vel­se­ne ­til at ­for­skjel­len i arts­sam­men­set­ning er ­ob­ser­ver­bar el­ler ­be­ty­de­lig
384,elementary_segment_JV.a,nb,Tem­pe­ra­tur­øk­ning (ΔflC),2 - ~10
385,elementary_segment_JV.b,en,<class>,slightly geothermal influenced
386,elementary_segment_JV.b,en,<description>,temperature sufficiently much higher than the environment for the difference in species composition to be significant
387,elementary_segment_JV.b,en,Temperature increase (ΔflC),~10 - 25
388,elementary_segment_JV.b,nb,<class>,litt jord­var­mein­flu­ert
389,elementary_segment_JV.b,nb,<description>,tem­pe­ra­tur ­til­strek­ke­lig ­my­e høy­ere enn om­gi­vel­se­ne ­til at ­for­skjel­len i arts­sam­men­set­ning er ve­sent­lig
390,elementary_segment_JV.b,nb,Tem­pe­ra­tur­øk­ning (ΔflC),~10 - 25
391,elementary_segment_JV.c,en,<class>,rather strong geothermal influence
392,elementary_segment_JV.c,en,<description>,temperature so much higher than the environment that specially adapted species (bacteria) reach their optimum
393,elementary_segment_JV.c,en,Temperature increase (ΔflC),25 - 50
394,elementary_segment_JV.c,nb,<class>,de­sc_nb­tem­me­lig sterk­t jord­var­mein­flu­ert
395,elementary_segment_JV.c,nb,<description>,tem­pe­ra­tur så ­my­e høy­ere enn om­gi­vel­se­ne ­til at ­spe­sial­til­pas­se­te ar­ter (­bak­te­ri­er) n­år ­sitt op­ti­mum
396,elementary_segment_JV.c,nb,Tem­pe­ra­tur­øk­ning (ΔflC),25 - 50
397,elementary_segment_JV.de,en,<class>,very strong geothermal influence
398,elementary_segment_JV.de,en,<description>,"proteins are denatured; significant species thinning, but substrates up to 100 flC may have communities of specially adapted bacteria"
399,elementary_segment_JV.de,en,Temperature increase (ΔflC),50 - 100
400,elementary_segment_JV.de,nb,<class>,svær­t sterk­t jord­var­mein­flu­ert
401,elementary_segment_JV.de,nb,<description>,"pro­tei­ner de­na­tu­re­res; ­be­ty­de­lig arts­ut­tyn­ning, ­men ­sub­stra­ter opp ­til 100 flC kan ha ­sam­funn av ­spe­sial­til­pas­se­te ­bak­te­ri­er"
402,elementary_segment_JV.de,nb,Tem­pe­ra­tur­øk­ning (ΔflC),50 - 100
403,elementary_segment_JV.¤,en,<class>,disruptive geothermal influence
404,elementary_segment_JV.¤,en,<description>,without adhering organisms
405,elementary_segment_JV.¤,en,Temperature increase (ΔflC),> 100
406,elementary_segment_JV.¤,nb,<class>,dis­rup­tiv jord-var­me­inn­fly­tel­se
407,elementary_segment_JV.¤,nb,<description>,uten ­fast­sit­ten­de ­or­ga­nis­mer
408,elementary_segment_JV.¤,nb,Tem­pe­ra­tur­øk­ning (ΔflC),> 100
409,elementary_segment_KA.a,en,<class>,very low in calcium
410,elementary_segment_KA.a,en,<description>,"in woodland characterized by a small species pool with common, frugal and widespread species and occurrence of typical podsol profiles; soil typically formed by quartzite and sparagmite (and gneiss and granite; anorthosite in southwestern Norway)"
411,elementary_segment_KA.a,nb,<class>,svær­t kalk­fat­tig
412,elementary_segment_KA.a,nb,<description>,"i ­skogs­mar­k ­ka­rak­te­ri­ser­t ved­ ­li­ten arts­pool ­med van­li­ge, nøy­som­me og ­vidt­ ­ut­bred­te ar­ter og ­fore­komst av ­ty­pis­ke ­pods­ol­pro­fi­ler; jord ­ty­pisk ­dan­net av ­kvart­sitt og s­pa­rag­mitt (og gneis og ­gra­nitt; a­nort­ositt på ­Sør­vest­lan­det)"
413,elementary_segment_KA.b,en,<class>,rather low in calcium
414,elementary_segment_KA.b,nb,<class>,tem­me­lig kalk­fat­tig
415,elementary_segment_KA.bc,en,<class>,fairly / slightly low in calcium
416,elementary_segment_KA.bc,en,<description>,in woodland characterized by the presence of typical podsol profiles; soil typically formed by gneiss and granite (bedrock)
417,elementary_segment_KA.bc,nb,<class>,tem­me­lig/­litt kalk­fat­tig
418,elementary_segment_KA.bc,nb,<description>,i ­skogs­mar­k ­ka­rak­te­ri­ser­t ved­ ­fore­komst av ­ty­pis­ke ­pods­ol­pro­fi­ler; jord ­ty­pisk ­dan­net av gneis og ­gra­nitt (­grunn­fjells­berg­ar­ter)
419,elementary_segment_KA.c,en,<class>,slightly low in calcium
420,elementary_segment_KA.c,nb,<class>,litt kalk­fat­tig
421,elementary_segment_KA.d,en,<class>,weak intermediate
